Mod:Item:MetaData, Localized Name
environmentaltech:void_botanic_miner_cont_2, Void Botanic Miner Controller Tier 2
environmentaltech:void_botanic_miner_cont_3, Void Botanic Miner Controller Tier 3
environmentaltech:void_botanic_miner_cont_4, Void Botanic Miner Controller Tier 4
environmentaltech:void_botanic_miner_cont_5, Void Botanic Miner Controller Tier 5
environmentaltech:void_botanic_miner_cont_6, Void Botanic Miner Controller Tier 6
environmentaltech:modifier_creative_flight, Creative Flight Modifier
environmentaltech:modifier_flight_speed, Flight Speed Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_regeneration, Regen Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:modifier_water_breathing, Water Breathing Modifier
environmentaltech:modifier_invisibility, Invisibility Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_health_boost, Health Boost Modifier
environmentaltech:modifier_absorption, Absoption Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_glowing, Glowing Modifier
environmentaltech:nano_cont_ranged_1, Ranged Nano Bot Beacon Tier 1
environmentaltech:nano_cont_ranged_2, Ranged Nano Bot Beacon Tier 2
environmentaltech:nano_cont_ranged_3, Ranged Nano Bot Beacon Tier 3
environmentaltech:nano_cont_ranged_4, Ranged Nano Bot Beacon Tier 4
environmentaltech:nano_cont_ranged_5, Ranged Nano Bot Beacon Tier 5
environmentaltech:nano_cont_ranged_6, Ranged Nano Bot Beacon Tier 6
environmentaltech:nano_cont_personal_1, Personal Nano Bot Beacon Tier 1
environmentaltech:nano_cont_personal_2, Personal Nano Bot Beacon Tier 2
environmentaltech:nano_cont_personal_3, Personal Nano Bot Beacon Tier 3
environmentaltech:nano_cont_personal_4, Personal Nano Bot Beacon Tier 4
environmentaltech:nano_cont_personal_5, Personal Nano Bot Beacon Tier 5
environmentaltech:nano_cont_personal_6, Personal Nano Bot Beacon Tier 6
exchangers:tuberous_exchanger, Tuberous Exchanger
exchangers:creative_exchanger, Creative Exchanger
exchangers:wooden_exchanger, Wooden Exchanger
exchangers:stone_exchanger, Stone Exchanger
exchangers:golden_exchanger, Golden Exchanger
exchangers:iron_exchanger, Iron Exchanger
exchangers:diamond_exchanger, Diamond Exchanger
exchangers:emerald_exchanger, Emerald Exchanger
exchangers:obsidian_exchanger, Obsidian Exchanger
exchangers:end_exchanger, End Exchanger
exchangers:exchanger_core_tier1, Exchanger Core (Tier 1)
exchangers:exchanger_core_tier2, Exchanger Core (Tier 2)
exchangers:exchanger_core_tier3, Exchanger Core (Tier 3)
exchangers:conductive_iron_exchanger, Conductive Iron Exchanger
exchangers:pulsating_iron_exchanger, Pulsating Iron Exchanger
exchangers:electrical_steel_exchanger, Electrical Steel Exchanger
exchangers:energetic_exchanger, Energetic Exchanger
exchangers:dark_steel_exchanger, Dark Steel Exchanger
exchangers:vibrant_exchanger, Vibrant Exchanger
exchangers:end_steel_exchanger, End Steel Exchanger
exchangers:eio_exchanger_core_tier1, Ender IO Exchanger Core (Tier 1)
exchangers:eio_exchanger_core_tier2, Ender IO Exchanger Core (Tier 2)
exchangers:eio_exchanger_core_tier3, Ender IO Exchanger Core (Tier 3)
exchangers:leadstone_exchanger, Leadstone Exchanger
exchangers:hardened_exchanger, Hardened Exchanger
exchangers:reinforced_exchanger, Reinforced Exchanger
exchangers:signalum_exchanger, Signalum Exchanger
exchangers:resonant_exchanger, Resonant Exchanger
exchangers:te_exchanger_core_tier1, Thermal Expansion Exchanger Core (Tier 1)
exchangers:te_exchanger_core_tier2, Thermal Expansion Exchanger Core (Tier 2)
exchangers:te_exchanger_core_tier3, Thermal Expansion Exchanger Core (Tier 3)
exchangers:basic_exchanger, Basic Exchanger
exchangers:advanced_exchanger, Advanced Exchanger
exchangers:elite_exchanger, Elite Exchanger
exchangers:ultimate_exchanger, Ultimate Exchanger
exchangers:mekanism_exchanger_core_tier1, Mekanism Exchanger Core (Tier 1)
exchangers:mekanism_exchanger_core_tier2, Mekanism Exchanger Core (Tier 2)
exchangers:mekanism_exchanger_core_tier3, Mekanism Exchanger Core (Tier 3)
exchangers:lv_exchanger, LV Exchanger
exchangers:mv_exchanger, MV Exchanger
exchangers:hv_exchanger, HV Exchanger
exchangers:ie_exchanger_core_tier1, Immersive Engineering Exchanger Core (Tier 1)
exchangers:ie_exchanger_core_tier2, Immersive Engineering Exchanger Core (Tier 2)
exchangers:ie_exchanger_core_tier3, Immersive Engineering Exchanger Core (Tier 3)
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
testdummy:dummy, Test Dummy
patchouli:guide_book, Guide Book
rangedpumps:pump, Pump
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Screen Module
rftoolscontrol:interaction_module, Interaction Screen Module
rftoolscontrol:console_module, Console Screen Module
rftoolscontrol:vectorart_module, Vector Art Screen Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
